CVE,UPSTREAM G:A:V,DOWNSTREAM G:A:V,DOWNSTREAM REPO,COMMIT
CVE-2016-3674,com.thoughtworks.xstream:xstream,de.viaboxx:dbmigrate,viaboxxsystems/agimatec-tools,https://github.com/viaboxxsystems/agimatec-tools/commit/8f386a4e544284177b7f7fcd4b444c700b073d1a
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.sonarsource.php:sonar-php-plugin,SonarCommunity/sonar-php,https://github.com/SonarCommunity/sonar-php/commit/a48145395bfdebccd2957ae980a87cf515ac4a74
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.broadleafcommerce:broadleaf-profile-web,BroadleafCommerce/BroadleafCommerce,https://github.com/BroadleafCommerce/BroadleafCommerce/commit/29a0fd94eb8650bf75ff61bd2385e7299e854b79
CVE-2016-3674,com.thoughtworks.xstream:xstream,de.viaboxx:nlstools,viaboxxsystems/nlstools,https://github.com/viaboxxsystems/nlstools/commit/36b9250f40576374e11c2be0ab564d5d836f424e
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.jbehave:jbehave-core,jbehave/jbehave-core,https://github.com/jbehave/jbehave-core/commit/c440aab73e5822490fa798515efec26046a2ba41
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.pitest:pitest,hcoles/pitest,https://github.com/hcoles/pitest/commit/5e60d44e4e5b399e724a4dc998ed3c8c9e2c3da5
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.sakaiproject:sakai-citations-impl,sakaiproject/sakai,https://github.com/sakaiproject/sakai/commit/4add14c55c48bd7feff38210db81a7775d73e15a
CVE-2016-3674,com.thoughtworks.xstream:xstream,com.custardsource.parfait:parfait-cxf,performancecopilot/parfait,https://github.com/performancecopilot/parfait/commit/e75f4bf62cd0845c4e244122e1b5c40b45988449
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.axonframework:axon-core,AxonFramework/AxonFramework,https://github.com/AxonFramework/AxonFramework/commit/e919e82cefb3d73ba780ad110e9f952119d6e129
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.sonarsource.sonar-findbugs-plugin:sonar-findbugs-plugin,SonarSource/sonar-findbugs,https://github.com/SonarSource/sonar-findbugs/commit/617f3d2a3d16faa6d266397ac939c4b815253559
CVE-2016-3674,com.thoughtworks.xstream:xstream,com.servicelibre:jxsl,mercibe/jxsl,https://github.com/mercibe/jxsl/commit/7014eff01d310dbfaeaf5c29884d4817152fd412
CVE-2016-3674,com.thoughtworks.xstream:xstream,br.com.caelum:vraptor,caelum/vraptor4,https://github.com/caelum/vraptor4/commit/381fe445dd294f42a708f17f4a17bac42480c10d
CVE-2016-3674,com.thoughtworks.xstream:xstream,net.sf.oval:oval,sebthom/oval,https://github.com/sebthom/oval/commit/be396c481ea82774ea921607b82329f7c712cc1b
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.powermock:powermock-classloading-xstream,powermock/powermock,https://github.com/powermock/powermock/commit/59361fe7217f40fe5a2cee1742485f90fdca515f
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.codehaus.xsite:xsite-core,x-stream/xsite,https://github.com/x-stream/xsite/commit/718b88e16e355c5c1508e278bf857ba25a5a805c
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.ikasan:ikasan-test,ikasanEIP/ikasan,https://github.com/ikasanEIP/ikasan/commit/c19e7bf76157432c48c3bddbf29fbc6dbac331d8
CVE-2016-3674,com.thoughtworks.xstream:xstream,net.bull.javamelody:javamelody-core,javamelody/javamelody,https://github.com/javamelody/javamelody/commit/dd8816863d8d943f819a3fa797c349236e7546d4
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.sonatype.maven.shell:mvnsh-nexus,jdillon/mvnsh,https://github.com/jdillon/mvnsh/commit/1681240b79047be7dec25552ce6fc565bbf87883
CVE-2016-3674,com.thoughtworks.xstream:xstream,de.viaboxx:dbmigrate,viaboxxsystems/agimatec-tools,https://github.com/viaboxxsystems/agimatec-tools/commit/8f386a4e544284177b7f7fcd4b444c700b073d1a
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.sonarsource.php:sonar-php-plugin,SonarCommunity/sonar-php,https://github.com/SonarCommunity/sonar-php/commit/a48145395bfdebccd2957ae980a87cf515ac4a74
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.broadleafcommerce:broadleaf-profile-web,BroadleafCommerce/BroadleafCommerce,https://github.com/BroadleafCommerce/BroadleafCommerce/commit/29a0fd94eb8650bf75ff61bd2385e7299e854b79
CVE-2016-3674,com.thoughtworks.xstream:xstream,de.viaboxx:nlstools,viaboxxsystems/nlstools,https://github.com/viaboxxsystems/nlstools/commit/36b9250f40576374e11c2be0ab564d5d836f424e
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.jbehave:jbehave-core,jbehave/jbehave-core,https://github.com/jbehave/jbehave-core/commit/c440aab73e5822490fa798515efec26046a2ba41
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.pitest:pitest,hcoles/pitest,https://github.com/hcoles/pitest/commit/5e60d44e4e5b399e724a4dc998ed3c8c9e2c3da5
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.sakaiproject:sakai-citations-impl,sakaiproject/sakai,https://github.com/sakaiproject/sakai/commit/4add14c55c48bd7feff38210db81a7775d73e15a
CVE-2016-3674,com.thoughtworks.xstream:xstream,com.custardsource.parfait:parfait-cxf,performancecopilot/parfait,https://github.com/performancecopilot/parfait/commit/e75f4bf62cd0845c4e244122e1b5c40b45988449
CVE-2016-3674,com.thoughtworks.xstream:xstream,org.axonframework:axon-core,AxonFramework/AxonFramework,https://github.com/AxonFramework/AxonFramework/commit/e919e82cefb3d73ba780ad110e9f952119d6e129
CVE-2021-29943,org.apache.solr:solr-core,cool.solr:solr-thymeleaf,solr-cool/solr-thymeleaf,https://github.com/solr-cool/solr-thymeleaf/commit/da2eaf0676d9062d74a6d9aab860abf9f58161a6
CVE-2021-29943,org.apache.solr:solr-core,com.lucidworks.spark:spark-solr,LucidWorks/spark-solr,https://github.com/LucidWorks/spark-solr/commit/f175ec380a5bc50f6da478b48e0f443fb38746f4
CVE-2021-29943,org.apache.solr:solr-core,cool.solr:solr-analyzers,solr-cool/solr-analyzers,https://github.com/solr-cool/solr-analyzers/commit/c6b828e3b7163ab0fe80af0ba3e85331ccf40b59
CVE-2021-29943,org.apache.solr:solr-core,cool.solr:solr-util,solr-cool/solr-util,https://github.com/solr-cool/solr-util/commit/0f25e26817dd310957208900c7b17cdeb99bc9fe
CVE-2021-29943,org.apache.solr:solr-core,org.textexploration.mtas:mtas,textexploration/mtas,https://github.com/textexploration/mtas/commit/933d3b8c3f88e88fe63197ee05a9841e0aa0fe0b
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,com.xeiam.xchange:xchange-coinfloor,timmolter/XChange,https://github.com/timmolter/XChange/commit/0b302b7178fd7a5d6944c404475aae67a6d7d4d2
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,com.googlecode.xades4j:xades4j,luisgoncalves/xades4j,https://github.com/luisgoncalves/xades4j/commit/132bdae6d2e9a3d73981a376e3f13dc8a359befb
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,com.squareup.okhttp:benchmarks,square/okhttp,https://github.com/square/okhttp/commit/9b6afa15b64fb2acdaed46b8a35b3dbe9ca55582
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,org.keycloak:keycloak-tomcat-core-adapter,keycloak/keycloak,https://github.com/keycloak/keycloak/commit/50a2c1d0ed05547c7e03100a14808cc48af51515
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,eu.eu-emi.security:canl,eu-emi/canl-java,https://github.com/eu-emi/canl-java/commit/4d8ef3267c33c3346c234c66545b790069a658b5
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,no.difi.sdp:sikker-digital-post-java-klient,difi/sikker-digital-post-klient,https://github.com/difi/sikker-digital-post-klient/commit/3c57a5103c224e76107b39ee575bfe003acff254
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,net.theblackchamber:commons-encryption,TheBlackChamber/commons-encryption,https://github.com/TheBlackChamber/commons-encryption/commit/351af9be7c4dad185c407be12d09bfcd7cd7476b
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,com.github.davidcarboni:cryptolite,davidcarboni/Cryptolite,https://github.com/davidcarboni/Cryptolite/commit/6a4ccc741cb28935210a3f57a0a2f9269f5d7372
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,com.xeiam.xchange:xchange-coinfloor,timmolter/XChange,https://github.com/timmolter/XChange/commit/0b302b7178fd7a5d6944c404475aae67a6d7d4d2
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,com.googlecode.xades4j:xades4j,luisgoncalves/xades4j,https://github.com/luisgoncalves/xades4j/commit/132bdae6d2e9a3d73981a376e3f13dc8a359befb
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,com.squareup.okhttp:benchmarks,square/okhttp,https://github.com/square/okhttp/commit/9b6afa15b64fb2acdaed46b8a35b3dbe9ca55582
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,org.keycloak:keycloak-tomcat-core-adapter,keycloak/keycloak,https://github.com/keycloak/keycloak/commit/50a2c1d0ed05547c7e03100a14808cc48af51515
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,eu.eu-emi.security:canl,eu-emi/canl-java,https://github.com/eu-emi/canl-java/commit/4d8ef3267c33c3346c234c66545b790069a658b5
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,no.difi.sdp:sikker-digital-post-java-klient,difi/sikker-digital-post-klient,https://github.com/difi/sikker-digital-post-klient/commit/3c57a5103c224e76107b39ee575bfe003acff254
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,net.theblackchamber:commons-encryption,TheBlackChamber/commons-encryption,https://github.com/TheBlackChamber/commons-encryption/commit/351af9be7c4dad185c407be12d09bfcd7cd7476b
CVE-2015-7940,org.bouncycastle:bcprov-jdk15on,com.github.davidcarboni:cryptolite,davidcarboni/Cryptolite,https://github.com/davidcarboni/Cryptolite/commit/6a4ccc741cb28935210a3f57a0a2f9269f5d7372
CVE-2013-4366,org.apache.httpcomponents:httpclient,com.salesforce.argus:argus-core,salesforce/Argus,https://github.com/salesforce/Argus/commit/307b2106b3b0420590a6be996a205cede68cade4
CVE-2013-4366,org.apache.httpcomponents:httpclient,com.foxinmy:weixin4j-base,foxinmy/weixin4j,https://github.com/foxinmy/weixin4j/commit/f539ff68d0d65a9daeee31b99763157cb6e64fc7
CVE-2013-4366,org.apache.httpcomponents:httpclient,com.cloudinary:cloudinary-http43,cloudinary/cloudinary_java,https://github.com/cloudinary/cloudinary_java/commit/09e08bb01da67809c0634e6737364e715960bb42
CVE-2013-4366,org.apache.httpcomponents:httpclient,com.qubole.rubix:rubix-presto,qubole/rubix,https://github.com/qubole/rubix/commit/178cb1cf3a20c633050943b763475b623d935247
CVE-2013-4366,org.apache.httpcomponents:httpclient,com.signalfx.public:signalfx-java,signalfx/signalfx-java,https://github.com/signalfx/signalfx-java/commit/f112b2b49f35282347a6768c96a1c0e7aa9eb37e
CVE-2013-4366,org.apache.httpcomponents:httpclient,com.brsanthu:google-analytics-java,brsanthu/google-analytics-java,https://github.com/brsanthu/google-analytics-java/commit/61832e8d9f4ca6f6602ee3fc8696e0a2dc01366d
CVE-2019-10088,org.apache.tika:tika-core,io.rocketbase.commons:commons-asset-core,rocketbase-io/commons-asset,https://github.com/rocketbase-io/commons-asset/commit/b35c0100a2d121cee71f2d1d69eb83f64720cc17
CVE-2019-10088,org.apache.tika:tika-core,org.restheart:restheart,SoftInstigate/restheart,https://github.com/SoftInstigate/restheart/commit/7eb3bcf3d039bb11fd9c7fa24aac0b9b08e2ceb6
CVE-2019-10088,org.apache.tika:tika-core,org.opencastproject:opencast-working-file-repository-service-impl,opencast/opencast,https://github.com/opencast/opencast/commit/feea1ada5173ede3bfdc2f095b4df856ea9783f8
CVE-2019-10088,org.apache.tika:tika-core,org.appng:appng-search,appNG/appng,https://github.com/appNG/appng/commit/62b55e61825e658c77bcdbe60fd34ce545f2c8a4
CVE-2019-10088,org.apache.tika:tika-core,com.buschmais.jqassistant.neo4jserver:neo4jv3,jqassistant/jqa-neo4j-backend,https://github.com/jqassistant/jqa-neo4j-backend/commit/809f1b358a58401055ac118fd93810b90b69db91
CVE-2019-10088,org.apache.tika:tika-core,com.github.mike10004:har-replay-exec,mike10004/har-replay,https://github.com/mike10004/har-replay/commit/3c3d169904412df624fed7195a94243c92426eb2
CVE-2019-10088,org.apache.tika:tika-core,com.digitalpebble.stormcrawler:storm-crawler-core,DigitalPebble/storm-crawler,https://github.com/DigitalPebble/storm-crawler/commit/ba44d1d3801e8ce20bba93f7617bbe08b299bc3c
CVE-2019-10088,org.apache.tika:tika-core,io.rocketbase.commons:commons-asset-core,rocketbase-io/commons-asset,https://github.com/rocketbase-io/commons-asset/commit/b35c0100a2d121cee71f2d1d69eb83f64720cc17
CVE-2019-10088,org.apache.tika:tika-core,org.restheart:restheart,SoftInstigate/restheart,https://github.com/SoftInstigate/restheart/commit/7eb3bcf3d039bb11fd9c7fa24aac0b9b08e2ceb6
CVE-2019-10088,org.apache.tika:tika-core,org.opencastproject:opencast-working-file-repository-service-impl,opencast/opencast,https://github.com/opencast/opencast/commit/feea1ada5173ede3bfdc2f095b4df856ea9783f8
CVE-2019-10088,org.apache.tika:tika-core,org.appng:appng-search,appNG/appng,https://github.com/appNG/appng/commit/62b55e61825e658c77bcdbe60fd34ce545f2c8a4
CVE-2019-10088,org.apache.tika:tika-core,com.buschmais.jqassistant.neo4jserver:neo4jv3,jqassistant/jqa-neo4j-backend,https://github.com/jqassistant/jqa-neo4j-backend/commit/809f1b358a58401055ac118fd93810b90b69db91
CVE-2019-10088,org.apache.tika:tika-core,com.github.mike10004:har-replay-exec,mike10004/har-replay,https://github.com/mike10004/har-replay/commit/3c3d169904412df624fed7195a94243c92426eb2
CVE-2019-10088,org.apache.tika:tika-core,com.digitalpebble.stormcrawler:storm-crawler-core,DigitalPebble/storm-crawler,https://github.com/DigitalPebble/storm-crawler/commit/ba44d1d3801e8ce20bba93f7617bbe08b299bc3c
CVE-2019-10088,org.apache.tika:tika-core,io.rocketbase.commons:commons-asset-core,rocketbase-io/commons-asset,https://github.com/rocketbase-io/commons-asset/commit/b35c0100a2d121cee71f2d1d69eb83f64720cc17
CVE-2019-10088,org.apache.tika:tika-core,org.restheart:restheart,SoftInstigate/restheart,https://github.com/SoftInstigate/restheart/commit/7eb3bcf3d039bb11fd9c7fa24aac0b9b08e2ceb6
CVE-2019-10088,org.apache.tika:tika-core,org.opencastproject:opencast-working-file-repository-service-impl,opencast/opencast,https://github.com/opencast/opencast/commit/feea1ada5173ede3bfdc2f095b4df856ea9783f8
CVE-2019-10088,org.apache.tika:tika-core,org.appng:appng-search,appNG/appng,https://github.com/appNG/appng/commit/62b55e61825e658c77bcdbe60fd34ce545f2c8a4
CVE-2019-10088,org.apache.tika:tika-core,com.buschmais.jqassistant.neo4jserver:neo4jv3,jqassistant/jqa-neo4j-backend,https://github.com/jqassistant/jqa-neo4j-backend/commit/809f1b358a58401055ac118fd93810b90b69db91
CVE-2019-10088,org.apache.tika:tika-core,com.github.mike10004:har-replay-exec,mike10004/har-replay,https://github.com/mike10004/har-replay/commit/3c3d169904412df624fed7195a94243c92426eb2
CVE-2019-10088,org.apache.tika:tika-core,com.digitalpebble.stormcrawler:storm-crawler-core,DigitalPebble/storm-crawler,https://github.com/DigitalPebble/storm-crawler/commit/ba44d1d3801e8ce20bba93f7617bbe08b299bc3c
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.consol.citrus:citrus-http,citrusframework/citrus,https://github.com/citrusframework/citrus/commit/79bd9cb49bdd6b6b2b9fced806560204854dbe02
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.spotify:helios-system-tests,spotify/helios,https://github.com/spotify/helios/commit/3e6fe8db7caee9abbeac33e8a684cfe84d36e75d
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.robrua:orianna,robrua/orianna,https://github.com/robrua/orianna/commit/e41646a5982edf33eaa25873ccacb7188be4df79
CVE-2015-5262,org.apache.httpcomponents:httpclient,nl.pvanassen.steam:steam-api,pvanassen/steam-api,https://github.com/pvanassen/steam-api/commit/3d1bd62cc78c2027518b934938641fba7fcd4e66
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.apache.tinkerpop:gremlin-console,apache/tinkerpop,https://github.com/apache/tinkerpop/commit/aef8b3eaca8595d6e054b18d5a6ab8ad072e9fd1
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.dspace:dspace-api,DSpace/DSpace,https://github.com/DSpace/DSpace/commit/3a2c5c0524fd38ad423635fdb5b4877633407538
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.tynamo.security:tynamo-federatedaccounts-facebook,tynamo/tynamo-federatedaccounts,https://github.com/tynamo/tynamo-federatedaccounts/commit/b116b6c298091ee74920289bfafd3139e002c343
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.emarsys:escher,emartech/escher-java,https://github.com/emartech/escher-java/commit/12ce1052a03fa04d4d9322c54f77acfe958299d0
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.chrisdempewolf:pinterest-sdk,dempe/pinterest,https://github.com/dempe/pinterest/commit/3b6febf66d14078896fa635db1b1341284a778cc
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.sangupta:jerry-http,sangupta/jerry-http,https://github.com/sangupta/jerry-http/commit/4eb85722305e93dd0fe6f354b8ae771a53eaaca1
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.spotify:docker-client,spotify/docker-client,https://github.com/spotify/docker-client/commit/2a890ee5bb8b4285de6ca3028ca35bcca2e41755
CVE-2015-5262,org.apache.httpcomponents:httpclient,io.github.elkan1788:mpsdk4j,elkan1788/mpsdk4j,https://github.com/elkan1788/mpsdk4j/commit/bdb0636fe43aee1c1b696938dc365448bc734c83
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.github.lookfirst:sardine,lookfirst/sardine,https://github.com/lookfirst/sardine/commit/55e56fc8268a318abae08131e33160a6c7de3443
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.github.crawler-commons:crawler-commons,crawler-commons/crawler-commons,https://github.com/crawler-commons/crawler-commons/commit/f2bf9300e61eff3b109f0950388dd786440c1420
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.fcrepo.camel:fcrepo-camel,fcrepo-exts/fcrepo-camel,https://github.com/fcrepo-exts/fcrepo-camel/commit/ed868792c787a8f2cd6bfaf8539ca0c4769eb031
CVE-2015-5262,org.apache.httpcomponents:httpclient,de.unibonn.iai.eis:luzzu-communications,EIS-Bonn/Luzzu,https://github.com/EIS-Bonn/Luzzu/commit/b43bc0e64590b2fba154a6bb256fb5ea1b6b35a0
CVE-2015-5262,org.apache.httpcomponents:httpclient,io.github.floto:floto-core,floto/floto,https://github.com/floto/floto/commit/9f89d7daaf7dfa7f09671992d270463be8ed5479
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.esigate:esigate-servlet,esigate/esigate,https://github.com/esigate/esigate/commit/65f3723f98ec23939dc7f90d1235b14c02e0d6f1
CVE-2015-5262,org.apache.httpcomponents:httpclient,me.magnet:consultant,Magnetme/consultant,https://github.com/Magnetme/consultant/commit/438b268281bf1fa048471b7c090207a0487acc84
CVE-2015-5262,org.apache.httpcomponents:httpclient,me.geso:webscrew,tokuhirom/webscrew,https://github.com/tokuhirom/webscrew/commit/de8f07d9ff8bd2a6a08b485460b858091a57d4ce
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.github.kenwdelong:stability-utils,kenwdelong/stability-utils,https://github.com/kenwdelong/stability-utils/commit/c9d24458beec1018d9862cd7c92e866ac93bb5b1
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.netpreserve.openwayback:openwayback-core,iipc/openwayback,https://github.com/iipc/openwayback/commit/5d4d1be6873c721e836887aa8c57dcde0134abf8
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.eluder.coveralls:coveralls-maven-plugin,trautonen/coveralls-maven-plugin,https://github.com/trautonen/coveralls-maven-plugin/commit/94bec51a423cb7634b1e42c32f60b3e903ab242f
CVE-2015-5262,org.apache.httpcomponents:httpclient,fr.faylixe:googlecodejam-client,Faylixe/googlecodejam-client,https://github.com/Faylixe/googlecodejam-client/commit/25fc759ebc07879b1693ae5fa905067b82ddda35
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.modeshape:modeshape-jdbc,ModeShape/modeshape,https://github.com/ModeShape/modeshape/commit/55b19534a35852288b13f1fa4b014a2e250d2345
CVE-2015-5262,org.apache.httpcomponents:httpclient,nl.hsac:hsac-fitnesse-fixtures,fhoeben/hsac-fitnesse-fixtures,https://github.com/fhoeben/hsac-fitnesse-fixtures/commit/f6da4df17fcfad2c90626e0ba0e5df8afdb61227
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.consol.citrus:citrus-http,citrusframework/citrus,https://github.com/citrusframework/citrus/commit/79bd9cb49bdd6b6b2b9fced806560204854dbe02
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.spotify:helios-system-tests,spotify/helios,https://github.com/spotify/helios/commit/3e6fe8db7caee9abbeac33e8a684cfe84d36e75d
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.robrua:orianna,robrua/orianna,https://github.com/robrua/orianna/commit/e41646a5982edf33eaa25873ccacb7188be4df79
CVE-2015-5262,org.apache.httpcomponents:httpclient,nl.pvanassen.steam:steam-api,pvanassen/steam-api,https://github.com/pvanassen/steam-api/commit/3d1bd62cc78c2027518b934938641fba7fcd4e66
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.apache.tinkerpop:gremlin-console,apache/tinkerpop,https://github.com/apache/tinkerpop/commit/aef8b3eaca8595d6e054b18d5a6ab8ad072e9fd1
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.dspace:dspace-api,DSpace/DSpace,https://github.com/DSpace/DSpace/commit/3a2c5c0524fd38ad423635fdb5b4877633407538
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.tynamo.security:tynamo-federatedaccounts-facebook,tynamo/tynamo-federatedaccounts,https://github.com/tynamo/tynamo-federatedaccounts/commit/b116b6c298091ee74920289bfafd3139e002c343
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.emarsys:escher,emartech/escher-java,https://github.com/emartech/escher-java/commit/12ce1052a03fa04d4d9322c54f77acfe958299d0
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.chrisdempewolf:pinterest-sdk,dempe/pinterest,https://github.com/dempe/pinterest/commit/3b6febf66d14078896fa635db1b1341284a778cc
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.sangupta:jerry-http,sangupta/jerry-http,https://github.com/sangupta/jerry-http/commit/4eb85722305e93dd0fe6f354b8ae771a53eaaca1
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.spotify:docker-client,spotify/docker-client,https://github.com/spotify/docker-client/commit/2a890ee5bb8b4285de6ca3028ca35bcca2e41755
CVE-2015-5262,org.apache.httpcomponents:httpclient,io.github.elkan1788:mpsdk4j,elkan1788/mpsdk4j,https://github.com/elkan1788/mpsdk4j/commit/bdb0636fe43aee1c1b696938dc365448bc734c83
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.github.lookfirst:sardine,lookfirst/sardine,https://github.com/lookfirst/sardine/commit/55e56fc8268a318abae08131e33160a6c7de3443
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.github.crawler-commons:crawler-commons,crawler-commons/crawler-commons,https://github.com/crawler-commons/crawler-commons/commit/f2bf9300e61eff3b109f0950388dd786440c1420
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.fcrepo.camel:fcrepo-camel,fcrepo-exts/fcrepo-camel,https://github.com/fcrepo-exts/fcrepo-camel/commit/ed868792c787a8f2cd6bfaf8539ca0c4769eb031
CVE-2015-5262,org.apache.httpcomponents:httpclient,de.unibonn.iai.eis:luzzu-communications,EIS-Bonn/Luzzu,https://github.com/EIS-Bonn/Luzzu/commit/b43bc0e64590b2fba154a6bb256fb5ea1b6b35a0
CVE-2015-5262,org.apache.httpcomponents:httpclient,io.github.floto:floto-core,floto/floto,https://github.com/floto/floto/commit/9f89d7daaf7dfa7f09671992d270463be8ed5479
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.esigate:esigate-servlet,esigate/esigate,https://github.com/esigate/esigate/commit/65f3723f98ec23939dc7f90d1235b14c02e0d6f1
CVE-2015-5262,org.apache.httpcomponents:httpclient,me.magnet:consultant,Magnetme/consultant,https://github.com/Magnetme/consultant/commit/438b268281bf1fa048471b7c090207a0487acc84
CVE-2015-5262,org.apache.httpcomponents:httpclient,me.geso:webscrew,tokuhirom/webscrew,https://github.com/tokuhirom/webscrew/commit/de8f07d9ff8bd2a6a08b485460b858091a57d4ce
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.github.kenwdelong:stability-utils,kenwdelong/stability-utils,https://github.com/kenwdelong/stability-utils/commit/c9d24458beec1018d9862cd7c92e866ac93bb5b1
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.netpreserve.openwayback:openwayback-core,iipc/openwayback,https://github.com/iipc/openwayback/commit/5d4d1be6873c721e836887aa8c57dcde0134abf8
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.eluder.coveralls:coveralls-maven-plugin,trautonen/coveralls-maven-plugin,https://github.com/trautonen/coveralls-maven-plugin/commit/94bec51a423cb7634b1e42c32f60b3e903ab242f
CVE-2015-5262,org.apache.httpcomponents:httpclient,fr.faylixe:googlecodejam-client,Faylixe/googlecodejam-client,https://github.com/Faylixe/googlecodejam-client/commit/25fc759ebc07879b1693ae5fa905067b82ddda35
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.modeshape:modeshape-jdbc,ModeShape/modeshape,https://github.com/ModeShape/modeshape/commit/55b19534a35852288b13f1fa4b014a2e250d2345
CVE-2015-5262,org.apache.httpcomponents:httpclient,nl.hsac:hsac-fitnesse-fixtures,fhoeben/hsac-fitnesse-fixtures,https://github.com/fhoeben/hsac-fitnesse-fixtures/commit/f6da4df17fcfad2c90626e0ba0e5df8afdb61227
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.consol.citrus:citrus-http,citrusframework/citrus,https://github.com/citrusframework/citrus/commit/79bd9cb49bdd6b6b2b9fced806560204854dbe02
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.spotify:helios-system-tests,spotify/helios,https://github.com/spotify/helios/commit/3e6fe8db7caee9abbeac33e8a684cfe84d36e75d
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.robrua:orianna,robrua/orianna,https://github.com/robrua/orianna/commit/e41646a5982edf33eaa25873ccacb7188be4df79
CVE-2015-5262,org.apache.httpcomponents:httpclient,nl.pvanassen.steam:steam-api,pvanassen/steam-api,https://github.com/pvanassen/steam-api/commit/3d1bd62cc78c2027518b934938641fba7fcd4e66
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.apache.tinkerpop:gremlin-console,apache/tinkerpop,https://github.com/apache/tinkerpop/commit/aef8b3eaca8595d6e054b18d5a6ab8ad072e9fd1
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.dspace:dspace-api,DSpace/DSpace,https://github.com/DSpace/DSpace/commit/3a2c5c0524fd38ad423635fdb5b4877633407538
CVE-2015-5262,org.apache.httpcomponents:httpclient,org.tynamo.security:tynamo-federatedaccounts-facebook,tynamo/tynamo-federatedaccounts,https://github.com/tynamo/tynamo-federatedaccounts/commit/b116b6c298091ee74920289bfafd3139e002c343
CVE-2015-5262,org.apache.httpcomponents:httpclient,com.emarsys:escher,emartech/escher-java,https://github.com/emartech/escher-java/commit/12ce1052a03fa04d4d9322c54f77acfe958299d0
