CVE_ID,CVSS,CWE,VUL_FUNs
CVE-2017-5662,7.9,CWE-611,org.apache.batik.dom.util.SAXDocumentFactory:createDocument(org.xml.sax.InputSource)
CVE-2015-0225,7.5,CWE-77,org.apache.cassandra.service.CassandraDaemon:stop();org.apache.cassandra.service.CassandraDaemon:setup()
CVE-2020-13920,4.3,CWE-306,org.apache.activemq.broker.jmx.ManagementContext:setConnectorPath(java.lang.String)
CVE-2016-10027,4.3,CWE-362,org.jivesoftware.smack.tcp.XMPPTCPConnection:afterFeaturesReceived();org.jivesoftware.smack.tcp.XMPPTCPConnection:connectInternal()
CVE-2021-39140,6.3,CWE-502;CWE-835,"com.thoughtworks.xstream.XStreamer:toXML(com.thoughtworks.xstream.XStream,java.lang.Object,java.io.Writer);com.thoughtworks.xstream.XStreamer:fromXML(com.thoughtworks.xstream.io.HierarchicalStreamDriver,java.io.Reader,com.thoughtworks.xstream.security.TypePermission[]);com.thoughtworks.xstream.XStream:readResolve();com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder);com.thoughtworks.xstream.XStream:setupDefaultSecurity(com.thoughtworks.xstream.XStream);com.thoughtworks.xstream.XStream:setupSecurity();com.thoughtworks.xstream.XStream:addPermission(com.thoughtworks.xstream.security.TypePermission)"
CVE-2014-0225,6.8,CWE-611,org.springframework.oxm.support.AbstractMarshaller:createXmlReader()
CVE-2018-1307,6.8,CWE-611,"org.apache.juddi.v3.client.transport.wrapper.RequestHandler:getText(org.w3c.dom.Element);org.apache.juddi.v3.client.mapping.wadl.WADL2UDDI:parseWadl(java.net.URL,java.lang.String,java.lang.String,boolean);org.apache.juddi.v3.client.transport.wrapper.UDDIInquiryService:inquire(org.uddi.v3_service.UDDIInquiryPortType,java.lang.String);org.apache.juddi.v3.client.mapping.wadl.WADL2UDDI:parseWadl(java.io.InputStream);org.apache.juddi.v3.client.transport.wrapper.RequestHandler:createDocumentBuilder();org.apache.juddi.v3.client.mapping.wadl.WADL2UDDI:parseWadl(java.io.File)"
CVE-2017-2670,5.0,CWE-835,io.undertow.server.protocol.framed.AbstractFramedStreamSourceChannel:resumeReadsInternal(boolean)
CVE-2019-11777,5.0,CWE-346;CWE-755,org.eclipse.paho.client.mqttv3.internal.SSLNetworkModule:start();org.eclipse.paho.client.mqttv3.internal.SSLNetworkModule:start()
CVE-2012-2098,5.0,CWE-310,"org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream:endBlock();org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream:moveToFrontCodeAndSend();org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream:blockSort();org.apache.commons.compress.compressors.bzip2.BlockSort:mainSort(org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream$Data,int);org.apache.commons.compress.compressors.bzip2.BlockSort:fallbackQSort3(int[],int[],int,int);org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream:initBlock();org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream:init();org.apache.commons.compress.compressors.bzip2.BlockSort:fallbackSimpleSort(int[],int[],int,int);org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream:<init>(java.io.OutputStream,int);org.apache.commons.compress.compressors.bzip2.BlockSort:mainSimpleSort(org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream$Data,int,int,int,int);org.apache.commons.compress.compressors.bzip2.BlockSort:fallbackSort(int[],byte[],int);org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream:finish();org.apache.commons.compress.compressors.bzip2.BlockSort:blockSort(org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream$Data,int);org.apache.commons.compress.compressors.bzip2.BlockSort:mainQSort3(org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream$Data,int,int,int,int)"
CVE-2015-2080,5.0,CWE-200,org.eclipse.jetty.http.HttpParser:next(java.nio.ByteBuffer);org.eclipse.jetty.http.HttpParser:parseLine(java.nio.ByteBuffer);org.eclipse.jetty.http.HttpParser:parseNext(java.nio.ByteBuffer);org.eclipse.jetty.http.HttpParser:quickStart(java.nio.ByteBuffer);org.eclipse.jetty.http.HttpParser:getProxyField(java.nio.ByteBuffer);org.eclipse.jetty.http.HttpParser:parseHeaders(java.nio.ByteBuffer)
CVE-2022-23640,7.5,CWE-611,com.monitorjbl.xlsx.XmlUtils:document(java.io.InputStream)
CVE-2013-4330,6.8,CWE-94,org.apache.camel.component.file.GenericFileProducer:createFileName(org.apache.camel.Exchange)
CVE-2013-2035,4.4,CWE-94,"org.fusesource.hawtjni.runtime.Library:extract(java.util.ArrayList,java.net.URL,java.io.File);org.fusesource.hawtjni.runtime.Library:isStale(java.net.URL,java.io.File);org.fusesource.hawtjni.runtime.Library:exractAndLoad(java.util.ArrayList,java.lang.String,java.lang.String,java.lang.String)"
CVE-2017-12165,5.0,CWE-444,"io.undertow.server.protocol.http.HttpRequestParser:handlePath(java.nio.ByteBuffer,io.undertow.server.protocol.http.ParseState,io.undertow.server.HttpServerExchange);io.undertow.server.protocol.ajp.AjpRequestParser:parse(java.nio.ByteBuffer,io.undertow.server.protocol.ajp.AjpRequestParseState,io.undertow.server.HttpServerExchange);io.undertow.server.protocol.ajp.AjpReadListener:handleEvent(org.xnio.channels.StreamSourceChannel);io.undertow.util.Methods:fromString(java.lang.String);io.undertow.server.protocol.http.HttpReadListener:handleEventWithNoRunningRequest(org.xnio.conduits.ConduitStreamSourceChannel);io.undertow.protocols.http2.Http2HeaderBlockParser:emitHeader(io.undertow.util.HttpString,java.lang.String,boolean);io.undertow.server.protocol.http2.Http2ReceiveListener:handleRequests(io.undertow.protocols.http2.Http2Channel,io.undertow.protocols.http2.Http2StreamSourceChannel)"
CVE-2016-3674,5.0,CWE-200,com.thoughtworks.xstream.io.xml.Dom4JDriver:createReader(java.io.Reader);com.thoughtworks.xstream.io.xml.JDomDriver:createReader(java.io.InputStream);com.thoughtworks.xstream.io.xml.Dom4JDriver:createReader(java.io.InputStream);com.thoughtworks.xstream.io.xml.JDomDriver:createReader(java.io.Reader)
CVE-2017-2638,6.4,CWE-287,"org.infinispan.server.endpoint.subsystem.RestSubsystemAdd:performRuntime(org.jboss.as.controller.OperationContext,org.jboss.dmr.ModelNode,org.jboss.dmr.ModelNode);org.infinispan.server.endpoint.subsystem.EndpointSubsystemWriter:writeRestConnector(org.jboss.staxmapper.XMLExtendedStreamWriter,org.jboss.dmr.ModelNode);org.infinispan.server.endpoint.subsystem.RestService:getValue();org.infinispan.server.endpoint.subsystem.EndpointSubsystemReader:parseRestConnector(org.jboss.staxmapper.XMLExtendedStreamReader,org.jboss.as.controller.PathAddress,java.util.List);org.infinispan.server.endpoint.subsystem.RestConnectorResource:registerChildren(org.jboss.as.controller.registry.ManagementResourceRegistration);org.infinispan.server.endpoint.subsystem.RestService:getSniSecurityRealm(java.lang.String);org.infinispan.server.endpoint.subsystem.SecurityActions:doPrivileged(java.security.PrivilegedAction);org.infinispan.server.endpoint.subsystem.RestService:stop(org.jboss.msc.service.StopContext);org.infinispan.server.endpoint.subsystem.RestService:start(org.jboss.msc.service.StartContext)"
CVE-2019-12415,2.1,CWE-611,"org.apache.poi.xssf.streaming.SheetDataWriter:writeCell(int,org.apache.poi.ss.usermodel.Cell);org.apache.poi.dev.OOXMLPrettyPrint:handleFile(java.io.File,java.io.File);org.apache.poi.openxml4j.opc.StreamHelper:getIdentityTransformer();org.apache.poi.xssf.streaming.SXSSFCell:getStringCellValue();org.apache.poi.xssf.streaming.SXSSFCell:setCellValue(java.lang.String);org.apache.poi.openxml4j.opc.StreamHelper:saveXmlInStream(org.w3c.dom.Document,java.io.OutputStream);org.apache.poi.dev.OOXMLPrettyPrint:pretty(org.w3c.dom.Document,java.io.OutputStream,int);org.apache.poi.xssf.streaming.SXSSFCell:setCellValue(org.apache.poi.ss.usermodel.RichTextString);org.apache.poi.xssf.extractor.XSSFExportToXml:exportToXML(java.io.OutputStream,java.lang.String,boolean);org.apache.poi.xssf.streaming.SXSSFCell:ensureRichTextStringType()"
CVE-2019-10899,5.0,CWE-125,"org.jolokia.restrictor.AbstractConstantRestrictor:isOriginAllowed(java.lang.String,boolean);org.jolokia.backend.BackendManager:isOriginAllowed(java.lang.String,boolean);org.jolokia.http.HttpRequestHandler:handleCorsPreflightRequest(java.lang.String,java.lang.String);org.jolokia.http.HttpRequestHandler:checkAccess(java.lang.String,java.lang.String,java.lang.String);org.jolokia.http.AgentServlet:doOptions(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);org.jolokia.restrictor.PolicyRestrictor:isOriginAllowed(java.lang.String,boolean);org.jolokia.restrictor.PolicyRestrictor:isAttributeReadAllowed(javax.management.ObjectName,java.lang.String);org.jolokia.restrictor.policy.CorsChecker:check(java.lang.String,boolean)"
CVE-2013-1880,4.3,CWE-79,"org.apache.activemq.web.PortfolioPublishServlet:doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)"
CVE-2018-11762,5.8,CWE-22,"org.apache.tika.cli.TikaCLI$FileEmbeddedDocumentExtractor:parseEmbedded(java.io.InputStream,org.xml.sax.ContentHandler,org.apache.tika.metadata.Metadata,boolean);org.apache.tika.cli.TikaCLI$TikaServer:run();org.apache.tika.cli.TikaCLI:process(java.lang.String)"
CVE-2021-29943,6.4,CWE-863,org.apache.solr.security.ConfigurableInternodeAuthHadoopPlugin:init(java.util.Map);org.apache.solr.security.HadoopAuthPlugin:getInitFilterConfig(java.util.Map);org.apache.solr.security.HadoopAuthPlugin:init(java.util.Map)
CVE-2020-35213,5.5,CWE-74,io.atomix.storage.journal.SegmentedJournalWriter:reset(long);io.atomix.storage.journal.FileChannelJournalSegmentWriter:flush()
CVE-2015-7940,5.0,CWE-310;CWE-200,"org.bouncycastle.math.ec.ECAlgorithms:shamirsTrick(org.bouncycastle.math.ec.ECPoint,java.math.BigInteger,org.bouncycastle.math.ec.ECPoint,java.math.BigInteger);org.bouncycastle.math.ec.ECPoint$Fp:getCompressionYTilde();org.bouncycastle.asn1.ua.DSTU4145PointEncoder:decodePoint(org.bouncycastle.math.ec.ECCurve,byte[]);org.bouncycastle.math.ec.ECCurve$F2m:<init>(int,int,int,int,org.bouncycastle.math.ec.ECFieldElement,org.bouncycastle.math.ec.ECFieldElement,java.math.BigInteger,java.math.BigInteger);org.bouncycastle.math.ec.ECCurve:importPoint(org.bouncycastle.math.ec.ECPoint);org.bouncycastle.math.ec.ECPoint$F2m:checkCurveEquation();org.bouncycastle.math.ec.ReferenceMultiplier:multiplyPositive(org.bouncycastle.math.ec.ECPoint,java.math.BigInteger);org.bouncycastle.math.ec.ECCurve:decodePoint(byte[]);org.bouncycastle.math.ec.ECCurve$F2m:<init>(int,int,int,int,java.math.BigInteger,java.math.BigInteger,java.math.BigInteger,java.math.BigInteger);org.bouncycastle.math.ec.ECPoint$Fp:subtract(org.bouncycastle.math.ec.ECPoint);org.bouncycastle.math.ec.ECCurve$F2m:decompressPoint(int,java.math.BigInteger);org.bouncycastle.math.ec.ECAlgorithms:sumOfTwoMultiplies(org.bouncycastle.math.ec.ECPoint,java.math.BigInteger,org.bouncycastle.math.ec.ECPoint,java.math.BigInteger);org.bouncycastle.math.ec.AbstractECMultiplier:multiply(org.bouncycastle.math.ec.ECPoint,java.math.BigInteger);org.bouncycastle.math.ec.ECCurve$Fp:decompressPoint(int,java.math.BigInteger)"
CVE-2013-4366,7.5,CWE-20,org.apache.http.impl.client.HttpClientBuilder:build()
CVE-2015-5258,6.8,CWE-352,org.springframework.social.support.ClientHttpRequestFactorySelector$HttpComponentsClientRequestFactoryCreator:getAllTrustClient(org.apache.http.HttpHost);org.springframework.social.support.ClientHttpRequestFactorySelector$HttpComponentsClientRequestFactoryCreator:getSSLContext()
CVE-2018-11776,9.3,CWE-20,"org.apache.struts2.dispatcher.ServletActionRedirectResult:execute(com.opensymphony.xwork2.ActionInvocation);org.apache.struts2.dispatcher.PostbackResult:makePostbackUri(com.opensymphony.xwork2.ActionInvocation);org.apache.struts2.dispatcher.PostbackResult:makePostbackUri(com.opensymphony.xwork2.ActionInvocation);org.apache.struts2.dispatcher.ServletActionRedirectResult:execute(com.opensymphony.xwork2.ActionInvocation);org.apache.struts2.dispatcher.StrutsResultSupport:execute(com.opensymphony.xwork2.ActionInvocation);org.apache.struts2.dispatcher.StrutsResultSupport:execute(com.opensymphony.xwork2.ActionInvocation);org.apache.struts2.dispatcher.mapper.DefaultActionMapper:parseNameAndNamespace(java.lang.String,org.apache.struts2.dispatcher.mapper.ActionMapping,com.opensymphony.xwork2.config.ConfigurationManager)"
CVE-2012-0022,5.0,CWE-189,org.apache.coyote.Request:<init>()
CVE-2021-45046,5.1,CWE-502,"org.apache.logging.log4j.core.pattern.MessagePatternConverter:newInstance(org.apache.logging.log4j.core.config.Configuration,java.lang.String[])"
CVE-2019-10088,6.8,CWE-770,"org.apache.tika.parser.RecursiveParserWrapper$EmbeddedParserDecorator:parse(java.io.InputStream,org.xml.sax.ContentHandler,org.apache.tika.metadata.Metadata,org.apache.tika.parser.ParseContext);org.apache.tika.parser.RecursiveParserWrapper:parse(java.io.InputStream,org.xml.sax.ContentHandler,org.apache.tika.metadata.Metadata,org.apache.tika.parser.ParseContext)"
CVE-2017-3159,7.5,CWE-502,"org.apache.camel.component.snakeyaml.SnakeYAMLDataFormat:unmarshal(org.apache.camel.Exchange,java.io.InputStream);org.apache.camel.component.snakeyaml.SnakeYAMLDataFormat:marshal(org.apache.camel.Exchange,java.lang.Object,java.io.OutputStream);org.apache.camel.component.snakeyaml.SnakeYAMLDataFormat:setUnmarshalType(java.lang.Class);org.apache.camel.component.snakeyaml.SnakeYAMLDataFormat:setClassTags(java.util.Map);org.apache.camel.component.snakeyaml.SnakeYAMLDataFormat:addClassTags(java.lang.Class,org.yaml.snakeyaml.nodes.Tag);org.apache.camel.component.snakeyaml.SnakeYAMLDataFormat:addTypeDescription(java.lang.Class,org.yaml.snakeyaml.nodes.Tag);org.apache.camel.component.snakeyaml.SnakeYAMLDataFormat:<init>();org.apache.camel.component.snakeyaml.SnakeYAMLDataFormat:setTypeDescriptions(java.util.List);org.apache.camel.component.snakeyaml.SnakeYAMLDataFormat:getYaml(org.apache.camel.CamelContext);org.apache.camel.component.snakeyaml.SnakeYAMLDataFormat:<init>(java.lang.Class)"
CVE-2015-5262,4.3,CWE-399,"org.apache.http.conn.ssl.SSLConnectionSocketFactory:connectSocket(int,java.net.Socket,org.apache.http.HttpHost,java.net.InetSocketAddress,java.net.InetSocketAddress,org.apache.http.protocol.HttpContext);org.apache.http.conn.ssl.SSLSocketFactory:connectSocket(java.net.Socket,java.net.InetSocketAddress,java.net.InetSocketAddress,org.apache.http.params.HttpParams)"
CVE-2015-0886,5.0,CWE-190,"org.mindrot.jbcrypt.BCrypt:crypt_raw(byte[],byte[],int);org.mindrot.jbcrypt.BCrypt:hashpw(java.lang.String,java.lang.String);org.mindrot.jbcrypt.BCrypt:gensalt(int,java.security.SecureRandom);org.mindrot.jbcrypt.BCrypt:hashpw(java.lang.String,java.lang.String);org.mindrot.jbcrypt.BCrypt:checkpw(java.lang.String,java.lang.String);org.mindrot.jbcrypt.BCrypt:gensalt(int,java.security.SecureRandom);org.mindrot.jbcrypt.BCrypt:crypt_raw(byte[],byte[],int)"
CVE-2016-1000352,5.8,CWE-310,"org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$ECIESwithDESede:<init>();org.bouncycastle.jcajce.provider.asymmetric.dh.AlgorithmParametersSpi:engineInit(byte[]);org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$OldECIESwithDESedeCBC:<init>();org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$ECIESwithAES:<init>();org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$ECIESwithCipher:<init>(org.bouncycastle.crypto.BlockCipher);org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$OldECIESwithDESede:<init>();org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$ECIESwithCipher:<init>(org.bouncycastle.crypto.BlockCipher,int);org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$OldECIESwithCipher:<init>(org.bouncycastle.crypto.BlockCipher,int);org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$ECIESwithCipher:<init>(org.bouncycastle.crypto.BlockCipher);org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$OldECIESwithAES:<init>();org.bouncycastle.jcajce.provider.asymmetric.dh.IESCipher:engineUpdate(byte[],int,int,byte[],int);org.bouncycastle.jcajce.provider.asymmetric.DH$Mappings:configure(org.bouncycastle.jcajce.provider.config.ConfigurableProvider);org.bouncycastle.jcajce.provider.asymmetric.dh.IESCipher:engineInit(int,java.security.Key,java.security.spec.AlgorithmParameterSpec,java.security.SecureRandom);org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$ECIESwithAESCBC:<init>();org.bouncycastle.jcajce.provider.asymmetric.dh.IESCipher:engineInit(int,java.security.Key,java.security.SecureRandom);org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$OldECIES:<init>();org.bouncycastle.jce.spec.IESParameterSpec:<init>(byte[],byte[],int,int);org.bouncycastle.jcajce.provider.asymmetric.dh.AlgorithmParametersSpi:engineGetEncoded();org.bouncycastle.jcajce.provider.asymmetric.dh.IESCipher:engineGetIV();org.bouncycastle.jcajce.provider.asymmetric.dh.IESCipher:engineInit(int,java.security.Key,java.security.SecureRandom);org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$ECIES:<init>();org.bouncycastle.jcajce.provider.asymmetric.dh.IESCipher:<init>(org.bouncycastle.crypto.engines.IESEngine);org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$ECIESwithDESedeCBC:<init>();org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$ECIESwithDESede:<init>();org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher:<init>(org.bouncycastle.crypto.engines.IESEngine,int);org.bouncycastle.jcajce.provider.asymmetric.dh.IESCipher:engineDoFinal(byte[],int,int);org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$OldECIESwithCipher:<init>(org.bouncycastle.crypto.BlockCipher);org.bouncycastle.jcajce.provider.asymmetric.dh.IESCipher:engineGetIV();org.bouncycastle.jcajce.provider.asymmetric.EC$Mappings:configure(org.bouncycastle.jcajce.provider.config.ConfigurableProvider);org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$OldECIESwithAESCBC:<init>();org.bouncycastle.jcajce.provider.asymmetric.ec.IESCipher$ECIESwithAES:<init>();org.bouncycastle.jcajce.provider.asymmetric.dh.IESCipher:engineInit(int,java.security.Key,java.security.spec.AlgorithmParameterSpec,java.security.SecureRandom);org.bouncycastle.jcajce.provider.asymmetric.util.IESUtil:guessParameterSpec(org.bouncycastle.crypto.BufferedBlockCipher)"
CVE-2016-1000342,5.0,CWE-347,"org.bouncycastle.jcajce.provider.asymmetric.ec.SignatureSpi$StdDSAEncoder:decode(byte[]);org.bouncycastle.jcajce.provider.asymmetric.dsa.DSASigner:derDecode(byte[]);org.bouncycastle.asn1.ASN1Enumerated:<init>(byte[]);org.bouncycastle.asn1.ASN1Integer:<init>(byte[],boolean)"
CVE-2022-24198,4.3,CWE-125,com.itextpdf.kernel.pdf.PdfReader:readDictionary(boolean)
CVE-2019-11274,4.3,CWE-79,"org.cloudfoundry.identity.uaa.scim.endpoints.ScimUserEndpoints:findUsers(java.lang.String,java.lang.String,java.lang.String,java.lang.String,int,int);org.cloudfoundry.identity.uaa.scim.endpoints.UserIdConversionEndpoints:checkFilter(java.lang.String);org.cloudfoundry.identity.uaa.scim.endpoints.ScimGroupEndpoints:listGroups(java.lang.String,java.lang.String,java.lang.String,java.lang.String,int,int)"
CVE-2016-5018,6.4,,"org.apache.jasper.security.SecurityClassLoad:securityClassLoad(java.lang.ClassLoader);org.apache.jasper.runtime.JspRuntimeLibrary$PrivilegedIntrospectHelper:<init>(java.lang.Object,java.lang.String,java.lang.String,javax.servlet.ServletRequest,java.lang.String,boolean);org.apache.jasper.runtime.JspRuntimeLibrary:introspecthelper(java.lang.Object,java.lang.String,java.lang.String,javax.servlet.ServletRequest,java.lang.String,boolean);org.apache.jasper.runtime.JspRuntimeLibrary:internalIntrospecthelper(java.lang.Object,java.lang.String,java.lang.String,javax.servlet.ServletRequest,java.lang.String,boolean);org.apache.jasper.runtime.JspRuntimeLibrary$PrivilegedIntrospectHelper:run()"
CVE-2021-33604,1.2,,"com.vaadin.flow.server.StaticFileServer:serveStaticResource(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);com.vaadin.flow.server.DevModeHandler:serveDevModeRequest(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)"
CVE-2011-5062,5.0,CWE-264,"org.apache.catalina.authenticator.DigestAuthenticator:generateNOnce(org.apache.catalina.connector.Request);org.apache.catalina.authenticator.DigestAuthenticator:findPrincipal(org.apache.catalina.connector.Request,java.lang.String,org.apache.catalina.Realm);org.apache.catalina.realm.RealmBase:authenticate(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String);org.apache.catalina.authenticator.DigestAuthenticator:findPrincipal(org.apache.catalina.connector.Request,java.lang.String,org.apache.catalina.Realm);org.apache.catalina.authenticator.DigestAuthenticator:parseUsername(java.lang.String);org.apache.catalina.authenticator.DigestAuthenticator:authenticate(org.apache.catalina.connector.Request,javax.servlet.http.HttpServletResponse,org.apache.catalina.deploy.LoginConfig);org.apache.catalina.authenticator.DigestAuthenticator:parseUsername(java.lang.String);org.apache.catalina.authenticator.DigestAuthenticator:setAuthenticateHeader(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.apache.catalina.deploy.LoginConfig,java.lang.String);org.apache.catalina.realm.RealmBase:authenticate(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String);org.apache.catalina.authenticator.DigestAuthenticator:generateNOnce(org.apache.catalina.connector.Request)"
CVE-2021-25640,5.8,CWE-601;CWE-918,org.apache.dubbo.common.URL:valueOf(java.lang.String)
CVE-2022-24197,4.3,CWE-787,"com.itextpdf.io.source.OutputStream:reset();com.itextpdf.io.source.OutputStream:writeFloat(float);com.itextpdf.io.source.ByteArrayOutputStream:assignBytes(byte[],int);com.itextpdf.io.source.OutputStream:writeFloats(float[]);com.itextpdf.io.source.OutputStream:writeDouble(double);com.itextpdf.io.codec.Base64$OutputStream:close()"
CVE-2020-36319,3.5,CWE-668,com.vaadin.flow.server.connect.VaadinConnectController:getDefaultObjectMapper(org.springframework.context.ApplicationContext)
CVE-2018-8018,7.5,CWE-502,"org.apache.ignite.internal.IgniteKernal:start(org.apache.ignite.configuration.IgniteConfiguration,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,org.apache.ignite.internal.util.StripedExecutor,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,org.apache.ignite.internal.util.StripedExecutor,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,org.apache.ignite.thread.IgniteStripedThreadPoolExecutor,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService,java.util.Map,org.apache.ignite.internal.util.lang.GridAbsClosure);org.apache.ignite.internal.client.marshaller.jdk.GridClientJdkMarshaller:unmarshal(byte[]);org.apache.ignite.internal.processors.rest.protocols.tcp.GridTcpRestProtocol:onKernalStart();org.apache.ignite.internal.client.router.impl.GridTcpRouterNioListenerAdapter:<init>(org.apache.ignite.IgniteLogger,org.apache.ignite.internal.client.router.impl.GridRouterClientImpl)"
CVE-2012-0047,4.3,CWE-79,org.apache.wicket.markup.html.pages.BrowserInfoPage:initComps()
CVE-2017-7674,4.3,CWE-345,"org.apache.catalina.filters.CorsFilter:handleSimpleCORS(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,javax.servlet.FilterChain)"
CVE-2020-11612,5.0,CWE-770,"io.netty.handler.codec.compression.JZlibDecoder:<init>(io.netty.handler.codec.compression.ZlibWrapper);io.netty.handler.codec.compression.JdkZlibDecoder:<init>(io.netty.handler.codec.compression.ZlibWrapper);io.netty.handler.codec.compression.JZlibDecoder:decode(io.netty.channel.ChannelHandlerContext,io.netty.buffer.ByteBuf,java.util.List);io.netty.handler.codec.compression.JZlibDecoder:<init>(byte[]);io.netty.handler.codec.compression.JdkZlibDecoder:<init>();io.netty.handler.codec.compression.JdkZlibDecoder:decode(io.netty.channel.ChannelHandlerContext,io.netty.buffer.ByteBuf,java.util.List);io.netty.handler.codec.compression.JdkZlibDecoder:<init>(byte[]);io.netty.handler.codec.compression.JZlibDecoder:<init>()"
CVE-2020-5397,2.6,CWE-352,org.springframework.web.cors.reactive.CorsUtils:isSameOrigin(org.springframework.http.server.reactive.ServerHttpRequest);org.springframework.web.cors.reactive.CorsUtils:isPreFlightRequest(org.springframework.http.server.reactive.ServerHttpRequest)
CVE-2021-29425,5.8,CWE-22,org.apache.commons.io.FilenameUtils:getPrefixLength(java.lang.String)
CVE-2010-1330,4.3,CWE-79,"org.jcodings.specific.NonStrictUTF8Encoding:<init>();org.jcodings.specific.NonStrictUTF8Encoding:length(byte[],int,int)"
CVE-2019-0199,5.0,CWE-400,"org.apache.coyote.http2.Http2UpgradeHandler:close();org.apache.coyote.http2.Stream$StreamInputBuffer:doRead(org.apache.tomcat.util.net.ApplicationBufferHandler);org.apache.coyote.http2.Stream:reserveWindowSize(int,boolean)"
CVE-2012-6092,4.3,CWE-79,"org.apache.activemq.web.PortfolioPublishServlet:doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)"
CVE-2020-1928,5.0,CWE-532,"org.apache.nifi.web.api.ProcessGroupResource:uploadTemplate(javax.servlet.http.HttpServletRequest,javax.ws.rs.core.UriInfo,java.lang.String,java.lang.Boolean,java.io.InputStream);org.apache.nifi.web.api.ProcessGroupResource:importTemplate(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.nifi.web.api.entity.TemplateEntity);org.apache.nifi.web.api.ProcessGroupResource:isProcessorActionComplete(java.util.Set,org.apache.nifi.registry.variable.VariableRegistryUpdateRequest,java.util.Set,org.apache.nifi.controller.ScheduledState)"
CVE-2017-2582,4.0,CWE-200,org.keycloak.saml.common.util.StaxParserUtil:getElementText(javax.xml.stream.XMLEventReader);org.keycloak.saml.common.util.StaxParserUtil:getAttributeValue(javax.xml.stream.events.Attribute)
